Tenant Id,Tenant Name,Create Role,Create User,Create Domain,List Domain,Change Domain,Compliance Status
f082fc393b44408397ebb9eedf487b5d,GDPSTG-NPD-RTP,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f1facc74fe854834ad388152ff02678e,ESGNDV-NPD-RTP,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f43981d874714835ad3557bab511d000,SSO-HONJO-PROD,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f43d043e527642c981d919682244c312,Test RTP project creation,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f4fd06f574ff4e518834edd3f754632d,MMDEV-NPD-RTP,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f508f04f485740d496989a1f09699a63,1be9223c4ad4485a9255fddd2487e4a4-a4e8dbb9-9a43-4329-93e3-59d0eaa,,,,,,
f534abf759a749e593607dcee458b6ce,IMCPRD-PRD-RTP,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f67fc909e0364b58bd9ee8c16ce7ec65,OPL-PRD-DB-RTP,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f6a80107dcae40e8b4550eb66ccbe9d4,CNT Learning Demo,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
ff2ad64adc61444593911f0e43bbff1c,slrrwd-npd-rtp,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
0061fb4b0dc74279afe53829e6538ce8,CoDE-Playground,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
01587e63981d44afa5d7ee3123a253a7,InfoSec-CTSA-SA,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
01ebb7c73a11499583d1b0dcd036639a,FTD-Migration,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
03a42582429d4087b66cab62f6c25974,rz-trial-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
03ddb27ca9284d46aed276593b310b80,OPSMGR-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
051c1a662c7a4f9588f3d88af6b77477,testproject1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
067c4502171e48a59bffa179babfe23b,e5e8435a523d43e6bbed40715c228cde-c8da8041-3b19-4fcd-905c-d03a0a2,,,,,,
079f41b139e44bb88c9eb531b3ad2c1a,cdfapp-dev,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
07a26737fffb419aba830c5c33467095,rohio-001-ans,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
08da71178fd144679c81947bdcf6f212,OPLTS3-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
0a95d2300e82420080530f421ac5cc86,casapp-npd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
0f6bd67856c04dd4b1a09d5a04abb20e,ESGPRD-PRD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
12176b064b0946e796cfcd4a7e893122,DXEC STAGE RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
12d9ce7f38e94b4691475caff284aa1e,tagdev-npd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
1329ebbc1b9646b890202384beaef2ec,Phuoc,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
144566f84a0b401086c326a6eebf3c65,FNT,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
15a3e2c471334d869caa11e89ce706a5,Entitlement Base Foundation PRD1-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
165b3768bc5f4c4aa0b9eaa80c50d1b8,opl-prd-db-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
1844b400795d40b98b415021c57c469d,e5e8435a523d43e6bbed40715c228cde-dd6dbbfa-b5b5-48f4-ac09-fe55398,,,,,,
1a3339f2af0442eaaac247e406eb70cf,CDB-AUT-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
1b2050626b074f6c9e53967c58ead93e,STO Ops,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
1b46989f8a1946b1bd29b592c1e1fa07,Platform3-Pen-Test,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
1b78804c77aa4b988985b1835a898ef5,HR-WebServices-Elastic-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
21221f19e4634ffcbafaa4ca93168f28,ITPE-PROD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
218538ef5d82411d86538da6c714348a,e5e8435a523d43e6bbed40715c228cde-b5838869-dc55-4344-82ba-634367f,,,,,,
228d23cf16dd4a28bda8f4ded22c5a63,Non-Prod,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
22a4b920bc5c4caf836db57c2c769719,Oracle18c-poc-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
22c13357b97d4cd897675aeaa8c16bd8,lgldev-npd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
22ed9181b3504b3790f7b41d3c9b0178,whisk-validation,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
24cd948b7dcd4b89a7a68a7b7ab3e301,Action Orchestrator BETA- IT Dev,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
25cde7121b504d68aad92b44cb3eb5f1,DBA-TESLA-AUTOMATION-INFRASTRUCTURE-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
26e08f0aa4074ef9a3ddfefe99f1d567,CAE-NONPROD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
271aa964477349e1a2bb44b826fe9233,test-project,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
288c2a159aa24e3690cf40750de5f7e5,e5e8435a523d43e6bbed40715c228cde-d114b3ad-761f-4af9-8089-5b86da0,,,,,,
2cf02b0a8fde4816ba3c4389011806f8,e5e8435a523d43e6bbed40715c228cde-01789f2b-bcab-4236-a4a4-6e9ea75,,,,,,
2edb4c0dfe704aee8d1c63e8a9d96fa8,DNG-POC,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
2fa2619db6334a6d8e7d6620d77c42aa,demo-npd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
312450fd90484740bc144f7e84b7a2cb,test os0117-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
3266f8b7c09849e389d560c9419ebed8,e5e8435a523d43e6bbed40715c228cde-751ee4ae-658a-4189-9e11-732d244,,,,,,
32ebf665868f40c4b789bbe37b239e00,csit-openstack,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
33596a576be34a2aa6f54f4b34f2661b,PostureService,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
34e59945e2cb4ae48837cea457223700,test,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
3583bfea324f4e4e89075948d749ddd0,mgprod-prd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
3a8e66266ebf4848a9216efcd8190220,ngcs-gitlab-backups,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
3ac7d92892644a78a3e1bc0b188e6940,lglprd-prd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
3c08da09825d43dfa24170c80676656e,ESGNDV-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
3c2f8888b1854fd4a18c09a4345497a6,e5e8435a523d43e6bbed40715c228cde-c3beb587-350c-4e7f-a010-9bd8be6,,,,,,
3dbc38c69c1d4cfe8e5f1959c8741579,XMLDEV-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
3f529297b1eb4a65a7e222d293d39583,e5e8435a523d43e6bbed40715c228cde-e80ebe31-e39b-49c2-928f-8e34622,,,,,,
47ef1aebe8694b3ab64fb10f10e1f28b,ESGNPD-PRD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
4ab493d4f9c5473395f053a14e46b165,e5e8435a523d43e6bbed40715c228cde-a32f3b4a-5b59-4e81-95ea-ddfed90,,,,,,
4c02d9fd4c314e8c80ce92886324b7a8,Asset Management,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
4dddda2522814b09a3730fc6966fc9a7,AIMSTG-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
4f1bc60e82374224b79b9cb1c0fc168f,embstg-npd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
51929c3cf246484ab2465d76290bef9b,test2,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
51b13f282e1b4f3caa6a22884919a26a,CD-Services-STAGE,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
5670c5522171400a8740a5e699b73ab6,3DIT QA Automation,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
56adc15365454710895e035ed96c0769,SSO-Private-0.6-Pentest,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
56ec4929689f4d628ac1fe59b8556583,tagstg-npd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
573d2a1c7a6940519c14370b018261dd,nikmitra-poc,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
58573e93cee948138005cb23a99dde3c,GDPPRD-PRD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
59506e42cc394890938e4c77baea8e4b,e5e8435a523d43e6bbed40715c228cde-e66e9c98-38b6-4def-b88e-35aa282,,,,,,
59846d01d9774b34ad920a0dbb87e6d4,e5e8435a523d43e6bbed40715c228cde-526f031f-d9df-4436-931e-58118b8,,,,,,
5ad9f7d8c57c42b9bd3fd80392ab0ba7,e5e8435a523d43e6bbed40715c228cde-d56788b7-793d-44d1-8963-f6b3b55,,,,,,
5c46f357a09a4e3fbb4ee68775edb05d,COOL-IT,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
5f1b40bdbf3c4f2a98cd21fb20394663,e5e8435a523d43e6bbed40715c228cde-2c78b420-0c9c-400b-9a41-d31b8aa,,,,,,
61e58852eb13471b81d65081c30f9533,Actions Orchestrator IT-Dev,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
61eab487120a4c3b8a096b7fa0123c0c,CDFPOC-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
6352a281a18445a9aca52895951647d0,ali-new-driver-test,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
63dd7d601c8e4530ad6bb812da12d6b4,SSO-Private-0.6-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
644227816afb46e5bad878112f198f6a,MMPRD-PRD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
65274be6d0dd4e7cbec6302c66679180,cnaap-rcdn-001,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
653295e37ce745dbb3d9aa59d16160b6,CDX,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
66de8a249404484ca11eb140da106884,e5e8435a523d43e6bbed40715c228cde-c098aebe-1090-4551-885b-94f1ce5,,,,,,
68c9e2848c36453c829d3e262224b53b,OPL-PRD-APP-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
69d46590f2744dd7a5874eff8fddd908,taas-dev,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
6a15cb71730d441995ceb88e7f96a1d5,lnx-hvr-001,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
6aabbeb1377a400fbd9dc64853a25d22,advanced-threat-security-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
6c86c4acb8d24795b7080eab472fb3e7,IMCSTG-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
6c8a8f9afed14c8ea32ab1858ab729c6,SIO-Openstack,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
6df933eef43e4e67a274700e10bdf962,ESGDEV-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
70969620e11943178dcfe793376966ee,terraform-automation,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
70d976d7fc304bde8f7f043195532ff0,e5e8435a523d43e6bbed40715c228cde-69a44dea-f969-42f4-ab1c-c163ccc,,,,,,
71dc92c081b9417bae648cf88fcdaea8,andrpric-floating-project,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
742e5798ec3a4c54bb2a7ba0adcfd0dd,isv-openstack,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
745aa5d7cea649b4a491c8b9a071fb72,e5e8435a523d43e6bbed40715c228cde-420bd989-b3e8-435b-b7df-f058e55,,,,,,
7508e7c0282d4d618c5355c924b31719,ESGNST-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
764aa94a30ae4a4b8af978f2df0abd1c,JonnnTest,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
7786d877e200428a9289278338581cf4,CAE-PROD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
781301e477cd4e76bc19b93464fcfb01,Pinnacle,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
78c2ee16da7646538dc5ffed34875ac3,BSFT-FACTORY-IT,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
793a2bdc4c5d49c798b938918bb565d7,e5e8435a523d43e6bbed40715c228cde-6f86e262-8e79-4cca-ac63-f57123e,,,,,,
79b96b1df80c4c63a4ebddf03ef4d389,B2C Development,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
7b39759080924d609f9151444c9f81dc,EB-PRD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
80b7a959573549a9a457da359a425ae7,FINSSE-PRD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
81694ee3e5994022bdcb3f3bcce36903,centos7,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
857b18e1533a4bbba25dac08da6bc97e,gmeo,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
894f4ecd46b64e73a7f0fc2d8a118df4,internal-fip-net-devops,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
89570d9bf2f04bd7b01f9f562e7b7a93,ecn-rtp,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
898c100c41864e978bc56db9c26c636d,CCWPOC-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
8dc74a91be5f4cbeb363c5c7176024bc,IMCDEV-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
8e4263aa0a3740b088f02095cdca1cd2,Astro-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
91f716e0144b41109ae35cfdd67b6be3,cmdb-datapump-qa-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
94216614d2b54f5b892ac3afdd8cb51d,deepika,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
94860363c6c04c9eae97609d5d9cea88,embdev-npd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
96f2eefa01f34102875aaf033f58d32d,e5e8435a523d43e6bbed40715c228cde-726e299f-4120-4761-9670-39dac9a,,,,,,
9744c837436b4f04a0a9a5b83fb78c38,DCP-OP WebServices,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
9be683c298904140849763af2ba1a808,e5e8435a523d43e6bbed40715c228cde-afe7cab0-3e01-420f-b093-a2f90e9,,,,,,
9c39d1d2c36b48c294d5350ce80bceab,Platform3-Pen-Test2,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
9d6c9d1ecf9f47fc85c769e232e0b6a2,ngcs-whisk-cloud-rcdn-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
a0e976b7b666429088ae97f2d9a13fad,slrrwd-prd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
a12daff01f5c4dabac40fdade6fc51de,andrpric-float-onboard,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
a583616a02604e6c99bcccb2447f1023,e5e8435a523d43e6bbed40715c228cde-0742ff89-b3f6-4130-92a2-3092684,,,,,,
a8e3e130264d4728baf1ebed48c66298,e5e8435a523d43e6bbed40715c228cde-600e504b-99fd-4386-b439-a7a4f8c,,,,,,
ac998af2a685413099ab01d7ad0c69cb,POC_OpenStack,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
ad00f80b441a4e52b49a646b3d628d40,mgstg-npd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
aeae812765724162bbb88c58dae22dc6,CDFPOC-APP-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
b26ee9e055784b3aa9d88448751895cd,tagprd-prd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
b435cf5439704c7086ed7630ee9e0d52,IMCPRD-PRD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
b8e219f005e843f5a3a717776655bea3,e5e8435a523d43e6bbed40715c228cde-0e50bef3-b745-4c79-972b-1312775,,,,,,
bb6df4ae08d34015be50e4d09be8f0f6,SCISTG-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
bca49709c8564ef3ad87edeaef062111,SSO-Private-0.6-LT,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
bd45042073574e588520fa44bf2ff22e,eStore Platform PROD,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
bd689783c1c24f3c89c6455c0377a40a,OpenStack-Project-1-Aleza,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
c3f2747d1c3341a79673cd878a8e416b,GDPSTG-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
c5082a59549c45c4915d501fc46bb52d,prasamah-ngcs-ops-directnet,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
c50bf7e8978243a2b1adedc8f4f5397f,internal-direct-net-devops,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
c6b01d3a91334acf8eed2991e4f33c56,whisk-debug-2,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
c74a703a153144f39052f0522ab542b9,e5e8435a523d43e6bbed40715c228cde-bb7268ec-4a4b-456d-a4e1-dbbcffd,,,,,,
cb10da5803174ae585fb95623b44ed93,drsdev-npd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
ccb7e9022e4d4913b8102e0cf9357cc1,MMSTG-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
d121e3aad5424505a91ffa3f25acb04d,openstack-qa-tenant-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
d2832a75df2c43f09d90fc3b1c3f6947,e5e8435a523d43e6bbed40715c228cde-9bfbfe2a-e913-430a-aeae-5eb5335,,,,,,
d3572c5f9ae3422197446942ed8d0aec,SST,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
d465d7197fe74c5db25b3c6b75cdb7ae,whisk-debug-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
d48d8965c02d4701a634c5efe6def4c9,Actions Orchestrator Dev,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
da5b88c4d9334229b4ccab85ce5441ca,MCMP-Free-Tier-Project,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
dae879d2d3cc4e118bb6e7016391aa84,SCIPRD-PRD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
dce58d1d8eda46e89c0a53263e39259b,ESGSTG-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
df5b142820c740fb8f785232c69ac7d4,Impact Platform,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e175ce7de9c7431b918713dda7efa1f5,DRS-SANDBOX,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e2367846feea46228dcb4c7f4ba6b1dc,gslb-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e250176d0dc6416a8ac776aae26b3efc,lglstg-npd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e311fa87c5ac49a384c7a83336deeffe,sb-dev-trfm,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e31e09b6792149eba9c7e354194505eb,opl-lt-db-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e5b6007456ba44ae89feaae321d57366,e5e8435a523d43e6bbed40715c228cde-4826c825-96f5-4ff8-9ff8-0d15241,,,,,,
e5e8435a523d43e6bbed40715c228cde,eng-build-cloud-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e6386026d8954f998fe32396ad1c1e92,uctg-galway,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e7ed0c3d2df6443b8caca948a6e46257,CSM_latency_Validation,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e89559f96854412a9ee1b99fa4ca8ccb,e5e8435a523d43e6bbed40715c228cde-4f4f3ddb-4583-43b1-a9b5-8e1c8ef,,,,,,
e93eababc0ed4393af59924612d2a2ee,e5e8435a523d43e6bbed40715c228cde-e5725daa-778b-4ec5-a760-f159dd6,,,,,,
ee435c9c71e4454cb561621697d51e58,AIMPRD-PRD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
ef6b0a47fb8f4f008b5b2f7d3fb163db,ArcGIS Enterprise,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f06360fa402c487dabbfcc27fca88c40,spade-onprem-k8s,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f5cc83b11671446a831a75dd52dcf330,CD-Services,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f76b5da082b445a29c42fed993f7dc16,CI-POC-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
fc82d279e5a2476a8e4d27eadf7d969a,impdev-npd-rcdn,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
fcdd9f31affe4422b0e04b97ea8902d9,CloudDB-Security-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
ff6887f14d6346de953cda983b32f7d0,MMDEV-NPD-RCDN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
ffa9324795554ee7b6c5cd6182daa9e7,cisco test 1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
0083aeba2add4329b0c55886a3905f65,mcmp-reporting-prd,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
055ff5363460478d9fdad267de6d03be,EPSDEV-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
0737a19cb3d341f7a77950cfcd4c76d3,test1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
0af3da12bdd847bba03d6d526d68b00e,drsdev-npd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
0b96be2e888746c0b0a7ce2ea0f51b48,testing-project-alln1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
0ca7d64342c54bc19d3f73793c4cda23,IMCDEV-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
0eb3a1766e9e4cfc87161eac101204e6,CDB-AUT-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
13fef8e0b4b64971915d7bdc28905120,ESGPRD-PRD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
15fdabe91c5b49d5b04e08eeb30e2f9b,eStore Platform Stage,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
168ee50c19af4a45a1255cedb526972f,AIMSTG-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
193d1a24512e4079a07626885888e44f,AIMPRD-PRD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
1a7c0d7f05c04e6db5598e52e655018a,autopods,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
1bd50ba264414b62877fc11973f63e86,ESGNDV-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
1ef0a46dea89491885299064b6efebb3,CPO_LH_Production,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
2175eedb1e544f4dba39325cffefc010,impdev-npd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
268dda9085fc453d892e855c59b99157,testing-project-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
28c253be6c914c07b093436e273ecc4c,openfaas,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
2ca261fe29744b71b7fefd1ca0812d93,B2C Development - Direct Connect Network,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
2cd4e79c5285497a9e9ecda3ea0ba485,OPL-PRD-DB-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
2e7e8c5a212541fd83af446a5f82436a,fb603c9d5038421790fd96f35bdff8bc-b470804a-beaa-4ec7-bf16-a7157d4,,,,,,
