Tenant Id,Tenant Name,Create Role,Create User,Create Domain,List Domain,Change Domain,Compliance Status
30cdf1be50494500882ca9f09bbc85a9,SDP-Private-int-lt,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
31092de9868f42c2b4cc937990079da5,demo-npd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
32df01841ba8465880958972d84be9a2,internal-fip-net-devops,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
332c5a26ade141be8d80c047b9a400d6,CCWPOC-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
33b3f005bde44058b99bc577f59ad5a4,BCIPROD,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
3b4b48d7732f4a079c25e6a756d4c49a,ACE Plus ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
410d1feb5e3845978bb6d6456cb2bc0e,hanqiu-onboard-test,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
423f6abb877d4f2e824389cd186e641c,IMCSTG-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
43ce565de42a4aed880305f0811b1b31,CD-Services-STAGE,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
48bc2a58929e42c98400a495ca1cfd8c,MSS-Internal-Cloud-alln-01,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
4a470dfea2014a87a08b15680438e6b4,SDP-Private-Prod,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
4a6dfede46ca4b0794e27fb6a9b9a8e8,ce22f840a48e4c6f8ef31e1355168da3-e170fe3f-567e-403e-839d-efaa537,,,,,,
4b7c1270e9ab48c992f8a38213109db6,MMPRD-PRD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
4e10caf7297f47dfaa9f4ba1e016cdec,ESGNST-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
50840c783057458096ee0aa3883ac908,OPSMGR-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
53956f551b19445e9f2e57771c57de82,VanDemo,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
58488d33880844249bf5909378df07a8,cnaap-alln-001,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
5d371080cee14d97a240a0ef89892e84,rally-report-backup,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
5f19dba60b834bc6b004376d7c37c2a6,US-AS-ATT-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
5f3304bc65a643a2855196b7094cad09,SSO-Private-0.6,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
5f827df87c424ce68971cd0a1f43aafc,IMCPRD-PRD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
6208e08318ac4b10a76e8be9d24dc102,ngcs-whisk-cloud-alln-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
6687ac1adc334e07a69a2778f7d7ba17,SDP-Private-int-stg,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
67047670121741189c4962794c5c5888,tagstg-npd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
6863f5a068224b1a86cd733194c72f1e,Oracle18c-poc-Alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
6ba1895aefce40348eb2e0143b710cd0,fespana_demo,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
6c0055d749364bfaacfc690a28794cb1,GDPPRD-PRD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
6e88f53bfeee40afac3c153d79dc1750,slrrwd-npd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
6f54d15487384fe2814e308799c5ac9a,CloudDB-Cassandra-OpsCenter-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
75b7425e5c924a29bea9ed4cb657bf1d,tmx-bd-legacy-dev,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
76bbe0f877ba4879a14eace8b949148a,IAC-Demo,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
77355e0b486046b8868b230986295d60,slrrwd-prd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
7829666f1ff34115b4dfd93f890c34b7,DBA-TESLA-AUTOMATION-INFRASTRUCTURE-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
7854fdd6253e43cb9bfe55875207c7e9,at-ci-pipeline,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
78be32af44bb469b9a6b52e848266d7c,ISV PoC Multicloud Kube,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
7ca8ed4a530a43afb129bd8e38d3b6bc,SSO-Private-0.6-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
7daa4664ac734f34b1c0fb75f8a62067,internal-direct-net-devops,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
81413c640bd447d89a4c62ced7e6f4c9,OPLTS3-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
81b5b2e8566443d688a25efdddad1597,sdp-innovation,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
83c53027d95943369817b017f2275d25,embstg-npd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
85507675847b404ab73a6f9f150ff7d8,openstack-qa-tenant-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
85939dfafbe94529b2cf0b03671bc8c5,CloudDB-Security-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
85e7e85e9cad441b91baba71f8a76a99,whisk-data-backup,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
87e559e6b0b14d45a63b6a58d6038b90,OPL-PRD-APP-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
8b125fc549684b308c0848de54b00bb4,cx-labs-lions,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
90258063181343c29b93e05517e7b748,gslb-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
91f46bcb95bf4d3f954a4ca6fe8f6494,embdev-npd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
95f7f174418f45439bc78e60ab804741,ESGSTG-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
98f93bc7305d4dcd9a8fa1ee7340a69d,mcmp-opstack-prd,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
a334d766e9ec49d5bfd2128f0b0b9c01,mgprod-prd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
a641839014b84e8689db8630f1c84212,ESGDEV-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
a780049f44c2468fbd3805b32657bdff,casapp-npd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
a878d93ba56f493ea4ce1554a2204d24,spark-k8,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
a8fa4c97ac06473daa4c45312c89c3d4,jvuppu_project,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
aafcaffd270c49ed9bc5e018412f96d6,EPS-ADMIN-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
af34d7597fec4b6bb49138fb52f59714,GSLOPC-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
b0a99f3a4850430fa8964fd942181112,data-insights,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
b0ac71ca364f42c3ac16e5f431f9d5c4,sdp-lt4,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
b0ddc15ab67140e7b31b4557aa8bb34a,SCIPRD-PRD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
b12a922944a447d79e90bf9eb44e47ab,MCMP-PoC,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
b58658aa20ba4682976953f80a2c3b03,terraform-automation,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
b6c54fc0c2124873bd37966e765eff11,SCISTG-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
b8f3cfefc0e5424ba3c9df3cc1ebb350,CAE-NONPROD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
b9dce513bac94e749b18b4b8ace70e62,FINSSE-PRD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
ba22019efdad47d1ac3eeb53914e4e2c,lglprd-prd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
bac32af33de34ab599f2135d50bce356,CDFPOC-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
bd590dab6f4d4b77b13c785d85d5af82,CD-Services,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
be056561293d41458914c44005220b5e,MMDEV-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
bfc605e16b0e4c649e709ec9133f7dd8,SDP-Private-sandbox,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
c2b7824e9d604d949e75fa1ab87f150b,CD2.0,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
c3877394a9bb416cbc223d37062c505b,OPL-LT-DB-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
c4d2287bb0884953999ec4d0999a965a,tmx-alln-api,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
c5300522d8634befa38b28aa6259eb0f,install base insight,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
c7d73dfd3f1843ca8d562c828952dd4e,PLATFORM-DEPLOY-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
c8cb2e46a8f044cda3f069588948a21a,ifw-cisco-cloud,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
c8dd573771ea40a49012afcaa14285a0,lgldev-npd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
ce08c11a184946bb8c997654689d80a3,KAAS-ADMIN-IDEV-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
ce22f840a48e4c6f8ef31e1355168da3,tmx-cluster-dev,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
d1748bcfe6964f52b629534c857914c6,EB-PRD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
d17bfe73ef4b494882e805f0e51b8d84,OPSCTR-PRD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
d52b35daf94a4a44bec7b0bd7ee06cae,lglstg-npd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
d7886dff58dc474e9070f5d10c5a6671,MMSTG-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
db3a4303ac61423b9c6160153b26cb36,ESGNPD-PRD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
db56bebdd6f847759655465d897b063b,ali-8-28-18-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
dfdc944bd07c44948e3a7363b14aa059,whisk-validation,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e07f49604d8145c0aa635bc9a5c7c992,sdp-lt3,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e0de23dd8525443489284231f807fcad,mcmp-stg-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e2bec3f5d53441239f044b3663b908f3,MCMPPD-PRD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e70e7dca27524f518c0f324e4764cb05,FINSSE-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
e8f41dcf6ac74654971e3b7a073c32f7,CAE-PROD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
ed648c0051ab46d5a196356348b71d23,CX Labs Infra,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f089419f18654d6bab29fde802d36c24,deepa_test_lab,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f111780fe56f410c827cee2a09e0bb77,tmx-bd-legacy-prod,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f216be8737614ccc8e3da5e05054b68b,GDPSTG-NPD-ALLN,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f383a1db2dec48bea7e5240cabb48bec,modelapp,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f4e23a9168754d19bf1b1a8f07ee256e,API App,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f6109f347b6045af94ae7f65abaf193b,sdp-lt2,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
f6276918eb234496ae787d30912d1e1a,tmx-alln-cicd-prod,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
fa09c28faf2e415297cafe06dd3464f6,tagprd-prd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
fa8efba36e604b2788291009d43cccc2,cae-kube-idev-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
fb603c9d5038421790fd96f35bdff8bc,tmx-cluster-prod,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
fbe020141fe74a1a9589ba5eb09d3a60,Entitlement Base Foundation PRD2-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
fc428bb0f0504bfb8e3d0168c6b536c8,tagdev-npd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
fe1007afca5f4ca7ad84f6ac70b4cf35,mgstg-npd-alln,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
ff199db28430420196c6131e4239cf5c,SDP-Private-int-dev,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
fff674303ec74709b9f90a94b3a41faa,cmdb-datapump-qa-1,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Not Allowed,Compliant
