Tenant Name,Tenant ID,Application ID,Application Name,Pod Name,Pod Namespace,Pod Status,Container ID,Image Name,Image ID,Container Start Date,Container Exposed Port ,Compliance_Status
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-28mt6,logging,Running,docker://f732d4e38f65d41484fb568cca8ca534f37ccbeda0e1770bebffae12bb664613,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:49Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-28n9g,logging,Running,docker://e173bb5a38fed906e51768e499606b40ca4615b6bba76303fa905c40d0309562,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-17T19:23:47Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-2cz4g,logging,Running,docker://23f6441c939e1a1ba9087e49c898662173bd8782ed517f1c16d6dc8732608438,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:30Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-2dm65,logging,Running,docker://c8310bd360e7e7766b0c490a5f05c754e1dcf274cac9bb40a08bb7862cfb791d,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:44:08Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-2gg59,logging,Running,docker://66602f277f7a8a5dead450fe99bec571aae210b900816012665412a58c9d5745,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T13:40:03Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-2j2z5,logging,Running,docker://260163d571e60e31ebdc4c4867cd731de47b19aef1833b38f89651840a6a6d4a,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:45Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-2l5xh,logging,Running,docker://b87c6893d33b4a45ac6892180281611719b704527f8de34326116dae038fe821,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:56Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-424pd,logging,Running,docker://dbdd66fcb1322f15c4b62edea819f758c1f768137c988a4b7c33552107b6d226,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:29Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-42vzs,logging,Running,docker://f00a758fd2b61f3257701e32c1975248da0592096b37d86d56a2833210f10921,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-17T19:08:42Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-4gmr5,logging,Running,docker://02792c6d014e68108535e69331e50131716f12ca964b8b3fd5d69e24269a2171,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T13:49:19Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-4kqhh,logging,Running,docker://e61b9d5f5f8f6f11eed15db7e350b42fa85b268a79dc7741fa0b29e8e0494f0f,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:26Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-4nzqc,logging,Running,docker://43cfd6fff8f5dd3cad81520d43e8172d3ff9a3843dcae06a188e226a8391e926,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:22Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-4rd2l,logging,Running,docker://a76d9907eec8296e1d5fdf8d3b469c1a15539782e9c2f7520563981c0f9b5804,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T13:34:24Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-58222,logging,Running,docker://1442ddc71808947efa0a18ffe9cb096e8700217b241c7a6af7419b722eb19b63,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T18:50:50Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-5k4sw,logging,Running,docker://9adb1866079c4c70f6a1a44fadbece0457134627bae97a04bc65be765607e477,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:43Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-5mf4p,logging,Running,docker://1600ed7e6450cf0a708f09e19c698f4ebf357517659d2175e9adabd8e8b14a25,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:24Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-5qcps,logging,Running,docker://ca8ed10b2fa31c4ab64a60b3e3836327f711732f5ea2b32d90287c80f48f0a97,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:53Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-5thcd,logging,Running,docker://88bd5bfd998e3a47dd9082c2e7027f4de238fd8d7a7c666484b96b1db4f8c616,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:36Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-624lr,logging,Running,docker://e0b08c7e7b3c967c9d2be674f115f27a6ea2887b87daa1385e85a5e1f8216202,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:53Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-62zh2,logging,Running,docker://105f3cfeacbd13107592414ae43836186af5f2616ad1e6574d776911fef67264,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:23Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-697mj,logging,Running,docker://4ed0d608397a69288f23de003ea4cf703ce3a0c1d50c790b6ca7eda85167f269,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:37Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-6l6xp,logging,Running,docker://66e73050d5d20d49d875f698afa07e2aa1d31d94920d673f0af5309bd41af26b,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:44Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-6tzzq,logging,Running,docker://acdfaf8b53dfff664d30883e87415a235d618fb55906bf1725301d166c58f56a,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:44:07Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-78lt9,logging,Running,docker://7fd36e6876b2942603006f00e68d8f1cb82234bdcb1faf741e2f87c52e85af50,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:49Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-7mh6p,logging,Running,docker://cf3a1e09a9c5b571a6f745eea86e0b238440af2510164f48f777628815a75a40,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:44:16Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-7n74f,logging,Running,docker://18fb1d1003c58072fcafb00653a6b95bab535eb7fa9061246ec163b6d0cc1011,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:59Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-86vkx,logging,Running,docker://c846ccdfede538545e5bc04a78cb5ecacd3b501f5567094dfa37af56955213ab,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:44:31Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-8clbk,logging,Running,docker://0c9f91d752c115148c8001cf3339700bf131b45f3a99c972fedf3a38caa3b460,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:49Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-8d5kk,logging,Running,docker://924a94f7c7a15347ac58eae6bbfd1b598319bbd1d5b7ec541b08feb0b29bf715,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T09:50:08Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-8f78c,logging,Running,docker://79e638ccc0fece0c05dfda5effd3be35996267684e65b82c9181b3754525ed0e,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:32Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-8kbl9,logging,Running,docker://4fdf4be11971075e0f4f6a112338a25a1e91003b7181a16694a7d3fd949a5167,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-17T16:51:09Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-8tg72,logging,Running,docker://0cb5d04f2759013ae8bf4afb70f4e069d848a2b27b2dfe5a0ab3eb6c1ee0b177,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:54Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-95szg,logging,Running,docker://ee1fff708b20d50a200cbbbc81c0ac06a705cb5eda3ebc151531279e07c58b7b,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:54Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-99kns,logging,Running,docker://3f029ba4e3d8f04692db3329b5e31925578a56462ac76b57919a7413aa9bfa53,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:34Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-9dsg7,logging,Running,docker://bc9801babe9ab65fd3f30cbfef5ce814814b3b872ae5db1261acfcb26cae0011,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:22Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-9gkzf,logging,Running,docker://e7a68816ea37bf7c387d1c3e08b75004ebe9032aed499024cf4352df242b0f64,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:44:12Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-9hzbp,logging,Running,docker://99c2e89f1ee1ef330250b142e408490816a2a57ceb0ba5703564dc898b31c404,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:44:16Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-9r9dt,logging,Running,docker://3557eea07fc613249cb102d9be351c6c318ed244d81cfa19ae4039a7acc13d17,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:21Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-9sbt8,logging,Running,docker://8fc4f4ff0aa4065b2e5140c27d4b8c4aa92a927cbbdbc56b133a78f29c62f01f,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:44:09Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-9wttr,logging,Running,docker://2c0e4c8494da997d02151b7080ac8421ce44fd8c3fa29007f39fc50edb73a620,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:29Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-9x8c6,logging,Running,docker://f92d59de56c045367519647beccde23bd69b33303130cb0d5740edb91d71b744,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-19T19:29:25Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-9zlb6,logging,Running,docker://343bf9c6bd5dc562bb150c54b662e312661bdf0fecccad6fdc23a0dd1018c649,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:43Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-9zlsj,logging,Running,docker://e61aa67a32e51255f3366eb964cb015c436d5d8f3e431d361399e3ff4576744c,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:44:19Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-b8xqq,logging,Running,docker://a47468d5c81e136880accd03b23cf551fefeacd3fe5e116d487912a1978eb839,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:44:11Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-bdppv,logging,Running,docker://705d2422956a720408b4a51dc6feae1672b7166b65469c089446cafc60e4260a,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:24Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-bjz74,logging,Running,docker://e49dc771c2655f5d26208d55d898d7098d618068fda0905d5ef759816d047109,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:54Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-bqhcc,logging,Running,docker://26670cbf45f6e1122601478d761f803307c02a874988f04604a39fc881df8c34,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T10:51:10Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-bx5pd,logging,Running,docker://6366ea5cbd608e6e6eed1551acc114308d15950474c4f411ab6c393cb9063d6c,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:25Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-c57h2,logging,Running,docker://75c6c7656a8ff94dfdde81bb6982d11251906474e4f92b196da638515f033e31,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:45Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-c99c7,logging,Running,docker://9bca9d8f211d042ba8d3466397ef4b2e0ec3f88c0bc6f1050ae3d90a61750d53,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:21Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-cg4gt,logging,Running,docker://5b9085912bcff63528ddf857dc9e575faa9ba6de134ccf6d562c60d49eee5c0e,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:44:19Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-cs6vj,logging,Running,docker://96776935a132e20478cee1f70cbad350d693828e12bc2e542712894d09090f5a,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:28Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-cvctp,logging,Running,docker://c68b9adbce4f435f827cbdad72f7e774b82a10b51d460d05eebb80a93ea6273a,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:50:15Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-cwfsj,logging,Running,docker://3b59ac55f800a245f88cd35957e7335422cfced3a0adc0608e476456991ade5f,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:43Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-cxbwz,logging,Running,docker://d916c842eb90820b7e661f771959f34486255f314505ac43016300228384117a,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:35Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-d2mpq,logging,Running,docker://4c057d71a0ae150cc324f1bfcfcefa6d6a6692a4ce675a58944bf10e189ded6c,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:29Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-d2nnv,logging,Running,docker://8c6c17ca75137557e6bc62daf9a135093613a8560b292f417070259b8f96f843,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:45Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-d67mt,logging,Running,docker://a96fa9d469ab4870d4fc560b8c1e7f5e0f7bfffd61ac53317026f8a480374f6b,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-17T19:34:11Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-d7dl5,logging,Running,docker://e5a18d21b750a6237e2bdb07fac3743339a0e92c7da2fe200bb0cec1037dde66,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:44:04Z,None,Non-compliant
logging,8b1bbd79-568d-11e8-bab4-fa163e463fb4,None,None,logging-fluentd-d94h8,logging,Running,docker://0a4d59a6d4a75c439a76499257ccda16967ce42bcea83c6309121a5bb1250856,registry.access.redhat.com/openshift3/logging-fluentd:v3.9,docker-pullable://registry.access.redhat.com/openshift3/logging-fluentd@sha256:5ef8dc1f54f05550062df2a8f293be71224deb0898f4690ce53a4fba80aae9a6,2019-02-14T08:43:21Z,None,Non-compliant
